"","MEblack","MEblue","MEbrown","MEcyan","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEsalmon","MEtan","MEturquoise","MEyellow"
"GSM518652",-0.036641705171337,-0.108739498816479,0.149344002913202,0.0487372427952112,-0.104856130277773,0.0305072733267637,0.0264607482713624,-0.0290019158322094,0.0396950003031814,0.0853713978883778,-0.0686694898134768,0.168514045497144,0.0116670323203396,-0.112146332012057,0.0967336690354551,-0.0483462310107333,0.0164324674313302,0.103820019480576
"GSM518653",-0.041548833190855,-0.0783674204503765,0.0868863199816636,0.0399196124200301,-0.0662291897352033,0.00484322815094555,0.000977465179817979,-0.0265829817327333,-0.0153316230804651,0.0329554982991358,-0.0559263177214153,0.159083957957364,-0.0169273953077399,-0.121411551096344,-0.0368321068345952,-0.0866471600685943,0.0257963929949028,0.0745722160083532
"GSM518654",-0.0139866370948438,-0.0991535358360156,0.085700532070515,-0.0469929642057315,-0.0750242384384784,-0.050660428569064,0.0378110757969892,-0.0497505727473428,-0.0442438870458221,0.0590465648688758,-0.0357257772112585,0.108001963205113,0.0198133722190853,-0.0738215602196042,0.0325989794355386,0.106210280638272,0.0383046576242055,0.237997420033575
"GSM518655",0.182693888887867,-0.0689619809623405,-0.0465591027502278,0.0139655064039303,0.00391753403162844,0.00583780109498151,-0.0348702715007697,0.0245416091070423,0.0169669983982511,-0.0474504494626859,0.126764457114452,-0.0208946509756635,-0.0153379702106589,0.0868611064472449,0.0218473553931568,0.0170514874324487,0.0875222376474337,0.0286863369703001
"GSM518656",0.059988570861403,-0.0849693628871728,-0.0627094448186754,0.00250425144389952,0.0238342738019274,-0.00709404409860575,-0.0178916336516012,0.0905527243403849,0.0357590770710771,-0.0348406820258988,0.0200221159823702,0.0409374297911504,-0.0238620533525092,-0.0184655848786121,-0.018089948039713,0.00590892021118153,0.109173998965899,-0.00219235250544023
"GSM518657",0.0216347854319089,-0.0740941549767058,0.0734517265432722,-0.0378943305874377,-0.0571322778828738,-0.0182890794712755,-0.0408075555252063,0.0462883668883707,-0.0140811622657796,-0.0501719623869676,0.0184508057231692,0.0410822374304215,-0.00882033194936148,-0.0240095290511173,-0.00154077418507907,0.0390984470339171,0.0363277794670949,0.105753082984611
"GSM518658",0.0929329692279569,-0.0904813728777296,-0.0795845426783764,-0.000872149143990967,-0.00651237280746172,-0.0021651123789053,-0.0181129751181359,0.0180096175509136,0.102486006660742,-0.0710161919431195,-0.0240049438497683,0.0154777757044845,-0.01798750990977,0.0112357892672572,-0.021478717037287,0.0567565894470605,0.120561186190094,-0.00684672020373744
"GSM518660",-0.0173315770277392,-0.0493329057965683,-0.0104343042057533,-0.00224720555547804,0.0107164676862802,0.0296872915771532,-0.0366055573718721,0.158889400395818,-0.0710225804232311,0.0248022506553914,-0.0103224764939141,0.0952931834584433,-0.0362755604277592,-0.0814333042907965,-0.00744003701138804,-0.0152052064534986,0.0577098126153801,-0.0155531263033326
"GSM518663",0.0239099409326414,-0.024756783988648,-0.0729042713739157,0.0188860363740052,0.046296083298712,-0.0350236858912077,0.00861109065645174,0.0605985833356425,0.0790847085041768,-0.0389262331754206,-0.00213469510677931,-0.055578199916155,-0.0231601260717093,0.00459136906239016,0.00842607793662407,-0.0124338351054884,0.0736489780432154,0.00233943696488242
"GSM518666",0.00134151502267984,-0.0725178255638617,0.00119799486744416,-0.119692644252608,-0.0412240147589791,-0.0614145184756079,0.0507141965082149,0.00692223421603062,0.0155637043066132,-0.00122413434496112,-0.00843873309071315,0.0594542305064687,-0.023005436982173,-0.0626608694931288,0.0371352952668595,-0.00193919520056468,0.0592890224900849,0.0258742497537221
"GSM518667",0.00368925433843868,-0.0512698235723985,-0.042790822142256,-0.0318771386606427,0.0377105625446794,-0.029295124642272,-0.00642006170710861,0.116473836307199,0.174819691040549,-0.0967135924212392,0.0433777838204755,-0.0445412853537011,-0.0210094020130186,-0.0503005734484772,0.00211290878945493,0.000978687660751884,0.0989569656600758,0.0487378710313555
"GSM518668",-0.0261924531159121,-0.0940863039325327,0.158299735965612,-0.0144071524177156,-0.0728232812895526,0.00968477930265915,-0.0103081068572414,-0.0266313378527257,0.0988565122671488,0.0621832649149127,-0.0538201820379766,0.131978959192181,0.0239882258326766,-0.101842285176352,0.00823008568872034,0.00332311196960566,0.0182895154172319,0.0605867638841616
"GSM518669",0.0462101996694504,-0.0509521516702998,-0.0694793023174923,-0.0170087458977734,0.0204321165352893,0.00386927916827181,-0.0321879785048102,0.0509543105265528,0.0333383834948265,-0.110678661678998,0.0117791760499038,-0.0536296849542483,-0.0220513976868758,-0.00123903172861788,-0.0135716455771066,0.050929865746768,0.107490877479573,-0.0163106435944416
"GSM518670",0.107591922981293,-0.0602404955304725,-0.0518031722682554,-0.0193518702990315,0.0211448165830955,-0.00256329828416499,-0.0155648697325551,0.0524329362599517,-0.0286372803414265,-0.120732382017728,0.0127478431894636,-0.0695350874352335,-0.00787696561010607,0.0550243179559302,-0.040542675569369,0.0212617917464204,0.104308619247082,0.0446155117994027
"GSM518671",0.00543264261026946,-0.0667956971313118,0.0184607745081184,-0.0460330924949391,-0.0452939113909747,-0.0432999937615713,0.00105738801085501,0.0304003357546167,-0.00846345629961211,0.0592577579516147,-0.00232192482140134,0.125519597460199,-0.0336970581968082,-0.0519350720579814,-0.0183688403763199,-0.0175141885034814,0.0462578935999974,0.025698405034963
"GSM518672",-0.00764662404616995,-0.0576140846021921,0.0678370029320987,-0.00556566050375816,-0.0327746284319382,-0.0101052277517835,-0.0104269300675825,0.0295186177301918,-0.0924682824545411,0.0751786420560019,-0.022686571168035,0.119767391548584,-0.0102251919509864,-0.0579565287999252,0.030922411824892,-0.113820973743628,0.0105440532577811,0.0644432098549138
"GSM518674",-0.0362961761738397,-0.0540712419816189,-0.0392725153961402,-0.0116454414919558,0.0430988343801991,0.00775660292337029,-0.0287960654394548,0.0788131966904971,0.101511128095528,-0.0259234039562516,0.0300275560382886,0.0527519480038439,-0.0330787424037189,-0.112433620751509,-0.0263584172208685,-0.0529894850868239,0.0787108654199889,-0.0122818875235626
"GSM518677",0.0211871427589579,-0.0798338422184688,0.0348837610534676,-0.0169859749802614,-0.0132085375910363,-0.0379823770948278,-0.00601431826354931,0.0207401510483335,0.0251341191326735,-0.0846544736384526,-0.0198754017865481,-0.0136936871116676,0.0190082671628868,-0.0405750557048308,-0.0208995773100067,0.0791130921390186,0.0689104518817223,0.175342031003679
"GSM518680",0.00789275681830823,-0.0433091440538915,-0.0787057437684786,-0.0530162798603139,0.0148653710559888,0.00677269872542653,-0.0236506146227394,0.0907795338499606,0.0993892549294797,-0.111995617487719,0.0203504902919632,-0.0269172236560343,-0.0286605148354723,-0.0528721608294287,-0.0178049465355705,0.0397658550397896,0.0867179124118028,-2.52658424001352e-05
"GSM518681",0.0393025163259792,-0.0594214697133537,-0.00302498461385489,0.0546120083085824,-0.0437233184202361,-0.0589088214216442,0.0689502850256084,-0.0394635448522359,0.0154343094351932,-0.0303405129205231,-0.0173192922277923,0.0341460646338474,-0.0130944568861616,-0.00693622758784601,0.0553023537938828,0.0359876858429492,0.0526742108909631,0.0864651436864779
"GSM518682",-0.0697234990360088,-0.0666560775581033,0.0259484408725967,-0.067885726145667,0.0211758724809388,-0.0323081473835761,0.011446599383924,0.0596213345978731,0.168095482620942,-0.0505532451216445,-0.0134211223499173,0.0362824907838206,-0.015417863311206,-0.122078530272158,0.022437933416446,0.0218074371584519,0.0693508796216255,0.0939426120178377
"GSM518683",-0.022449510390221,-0.0429573343175727,-0.0377635007432328,-0.0360511073758585,0.012312270283833,-0.0323887479216671,0.00447940433998336,0.165602411616018,-0.0418931822126832,0.0300735258697532,-0.0536204074848909,0.0511020573423909,-0.0198680636135382,-0.080247731367202,-0.0538940503124234,-0.0129152388064583,0.0744948964083182,0.0141651627457395
"GSM518684",-0.0301449602856421,-0.0463030071419241,-0.0263252648225166,-0.0516964259788554,-8.23077842001522e-05,-0.0662908872403795,0.0254581589404454,0.0496162585103724,0.0439635574291771,-0.00734725965786448,-0.0425800047289523,0.0642672196141108,-0.0229315219928854,-0.0958990982162514,0.00810834228929254,-0.096462615462599,0.0494751259962701,0.0539322651817482
"GSM518686",-0.0107698285019167,-0.0760015406894848,0.0554798849168388,0.0109153035343861,-0.0182319798064397,-0.00956946198954106,-0.0358903716102718,-0.00490620691492035,0.0443459012489076,-0.061466263912113,0.00740076013895996,0.0417346994629742,0.00176050125823723,-0.0857657465452129,0.00284270821321025,-0.0714426808699276,0.048621927906927,0.112371692040353
"GSM518687",-0.00902760049542402,-0.0996500394335323,0.0594113487208947,0.0248388214901891,-0.0526123407074723,-0.0282287723937193,0.0478249139496358,-0.0321430877653979,0.086020109459909,0.00773652655882603,0.045645732618893,0.0863619617333804,-0.0131239440514393,-0.0958063465803175,0.0632758087914409,-0.0236536149646859,0.0576988889136021,0.0677173775859493
"GSM518688",0.0128516734823539,-0.0925615554356626,0.0234541558734746,-0.0211282658518332,-0.0202286116445186,-0.0244700923650934,0.0405472685240185,0.0278782395166006,0.0393894978080008,0.0863530323168731,-0.00908251632378817,0.129219725018174,-0.0190889910951862,-0.066139637888027,-0.000809639797816848,-0.0539002321296612,0.0684140124966388,0.0422721123013859
"GSM518689",0.0894412275997062,-0.0908875167247927,0.0419458491470911,-0.0108634324130358,-0.0942143640700127,-0.0149947300126939,-0.00674849111843215,-0.0696489997469783,-0.095107176343954,-0.0925047997972615,0.151625075785967,-0.0133970722409662,0.022758086946603,0.0185402281070326,-0.0417402608933212,0.128826538032663,0.0506271812682014,0.18550695403542
"GSM518690",-0.0547821055796319,-0.114762346301218,0.161577717657905,-0.0402135575100583,-0.0695428385406866,-0.0100614731167594,0.00689428417219595,0.0142746834628582,0.0379133953780381,0.0275853221714674,0.0519265480492174,0.106037198788563,0.0298181299545021,-0.119694650079318,-0.018379689926251,-0.0735536210721715,0.0257851007426125,0.254071272898972
