nodeName	altName	nodeAttr[nodesPresent, ]
NR2E3	NR2E3	blue
NR2F1.AS1	NA	blue
NR2F2	NR2F2	blue
NR4A1	NR4A1	blue
NR5A2	NR5A2	blue
NRP1	NRP1	blue
NSUN4	NSUN4	blue
NTM.AS1	NA	blue
NTN3	NTN3	blue
NTNG1	NTNG1	blue
NTRK1	NTRK1	blue
NTRK2	NTRK2	blue
NTRK3	NTRK3	blue
NTSR1	NTSR1	blue
NUDT3	NUDT3	blue
NUDT8	NUDT8	blue
NXNL1	NXNL1	blue
OBSCN	OBSCN	blue
OCRL	OCRL	blue
ODAPH	NA	blue
ODF3L2	ODF3L2	blue
ODF4	ODF4	blue
OGN	OGN	blue
OPN4	OPN4	blue
OPRD1	OPRD1	blue
OPRL1	OPRL1	blue
OR10A2	OR10A2	blue
OR10A4	OR10A4	blue
OR10A5	OR10A5	blue
OR10C1	OR10C1	blue
OR10H1	OR10H1	blue
OR10H4	OR10H4	blue
OR10J1	OR10J1	blue
OR10T2	OR10T2	blue
OR11H12	OR11H12	blue
OR12D3	OR12D3	blue
OR1F2P	OR1F2P	blue
OR1L4	OR1L4	blue
OR1N2	OR1N2	blue
OR2B2	OR2B2	blue
OR2B6	OR2B6	blue
OR2H2	OR2H2	blue
OR2J2	OR2J2	blue
OR2V2	OR2V2	blue
OR3A2	OR3A2	blue
OR4A15	OR4A15	blue
OR4C15	OR4C15	blue
OR4X2	OR4X2	blue
OR52A1	OR52A1	blue
OR56B1	OR56B1	blue
OR5AP2	OR5AP2	blue
OR5F1	OR5F1	blue
OR5H1	OR5H1	blue
OR5T2	OR5T2	blue
OR6A2	OR6A2	blue
OR6K2	OR6K2	blue
OR6M1	OR6M1	blue
OR6N1	OR6N1	blue
OR7A10	OR7A10	blue
OR7A5	OR7A5	blue
OR7C2	OR7C2	blue
OR8D1	OR8D1	blue
OR8J1	OR8J1	blue
OSR2	OSR2	blue
OTP	OTP	blue
OTX2	OTX2	blue
P2RY4	P2RY4	blue
PABPC4L	PABPC4L	blue
PAFAH1B1	PAFAH1B1	blue
PALD1	NA	blue
PALM	PALM	blue
PAPD5	PAPD5	blue
PAPOLG	PAPOLG	blue
PAPPA	PAPPA	blue
PAQR7	PAQR7	blue
PARP10	PARP10	blue
PATE1	PATE1	blue
PAX1	PAX1	blue
PAX2	PAX2	blue
PAX4	PAX4	blue
PAX5	PAX5	blue
PAX7	PAX7	blue
PBOV1	PBOV1	blue
PCDH19	PCDH19	blue
PCDHB18P	NA	blue
PCDHB2	PCDHB2	blue
PCDHGA9	PCDHGA9	blue
PCDHGB1	PCDHGB1	blue
PCDHGC5	PCDHGC5	blue
PCED1A	NA	blue
PCGF2	PCGF2	blue
PCK1	PCK1	blue
PCYT1A	PCYT1A	blue
PCYT2	PCYT2	blue
PDC	PDC	blue
PDLIM5	PDLIM5	blue
PDZD2	PDZD2	blue
PDZD4	PDZD4	blue
PFKFB1	PFKFB1	blue
PFKFB2	PFKFB2	blue
PGBD3	PGBD3	blue
PGC	PGC	blue
PGLYRP3	PGLYRP3	blue
PHLDA3	PHLDA3	blue
PHOSPHO2	PHOSPHO2	blue
PHYH	PHYH	blue
PHYHD1	PHYHD1	blue
PI4K2A	PI4K2A	blue
PIANP	NA	blue
PIAS3	PIAS3	blue
PIFO	NA	blue
PIGH	PIGH	blue
PIGN	PIGN	blue
PIGQ	PIGQ	blue
PIK3C2G	PIK3C2G	blue
PIP4K2C	PIP4K2C	blue
PIPOX	PIPOX	blue
PITX3	PITX3	blue
PJVK	NA	blue
PKD1L2	PKD1L2	blue
PKDCC	NA	blue
PKLR	PKLR	blue
PKMYT1	PKMYT1	blue
PKP2	PKP2	blue
PLA2G12B	PLA2G12B	blue
PLA2G2D	PLA2G2D	blue
PLAC1	PLAC1	blue
PLBD2	NA	blue
PLCH2	PLCH2	blue
PLEC	NA	blue
PLEKHF1	PLEKHF1	blue
PLEKHG4B	PLEKHG4B	blue
PLEKHM1	PLEKHM1	blue
PLLP	PLLP	blue
PLPPR2	NA	blue
PLTP	PLTP	blue
PLXNA3	PLXNA3	blue
PMEL	NA	blue
PMFBP1	PMFBP1	blue
PNLIPRP2	PNLIPRP2	blue
PNMA5	PNMA5	blue
PNMA8B	NA	blue
PNO1	PNO1	blue
PNPLA5	PNPLA5	blue
PNPLA7	PNPLA7	blue
POFUT2	POFUT2	blue
POLR2A	POLR2A	blue
POMK	NA	blue
PON1	PON1	blue
POPDC3	POPDC3	blue
PORCN	PORCN	blue
POU2F3	POU2F3	blue
POU5F1P3	POU5F1P3	blue
PP12613	NA	blue
PPAN	PPAN	blue
PPBPP2	NA	blue
PPDPF	NA	blue
PPIH	PPIH	blue
PPM1H	PPM1H	blue
PPM1J	PPM1J	blue
PPP1R14D	PPP1R14D	blue
PPP1R1A	PPP1R1A	blue
PPP2R2C	PPP2R2C	blue
PPP2R3A	PPP2R3A	blue
PPP3R2	PPP3R2	blue
PQLC2	PQLC2	blue
PRAP1	PRAP1	blue
PRB4	PRB4	blue
PRCD	PRCD	blue
PRDM15	PRDM15	blue
PRELID2	PRELID2	blue
PRKACG	PRKACG	blue
PRKCG	PRKCG	blue
PRKD1	PRKD1	blue
PRKN	NA	blue
PRLH	PRLH	blue
PRM1	PRM1	blue
PRMT7	PRMT7	blue
PRMT8	PRMT8	blue
PRODH2	PRODH2	blue
PRPH	PRPH	blue
PRR29	NA	blue
PRRG1	PRRG1	blue
PRRG3	PRRG3	blue
PRRT1	PRRT1	blue
PRSS1	PRSS1	blue
PRSS2	PRSS2	blue
PRSS21	PRSS21	blue
PRSS3	PRSS3	blue
PRSS33	PRSS33	blue
PRSS53	NA	blue
PRSS8	PRSS8	blue
PRY2	PRY2	blue
PSG1	PSG1	blue
PSG11	PSG11	blue
PSG2	PSG2	blue
PSKH2	PSKH2	blue
PSMB4	PSMB4	blue
PSMC1	PSMC1	blue
PSMD8	PSMD8	blue
PSORS1C2	PSORS1C2	blue
PTCH1	PTCH1	blue
PTCH2	PTCH2	blue
PTCRA	PTCRA	blue
PTGER4	PTGER4	blue
PTGFRN	PTGFRN	blue
PTH1R	PTH1R	blue
PTK2	PTK2	blue
PTK7	PTK7	blue
PTPN5	PTPN5	blue
PTPRD	PTPRD	blue
PTPRO	PTPRO	blue
PTPRU	PTPRU	blue
PTPRZ1	PTPRZ1	blue
PVR	PVR	blue
PXT1	PXT1	blue
PYY	PYY	blue
R3HDML	R3HDML	blue
RAB11FIP4	RAB11FIP4	blue
RAB29	NA	blue
RAB39B	RAB39B	blue
RAB3IP	RAB3IP	blue
RABGAP1	RABGAP1	blue
RAC3	RAC3	blue
RACGAP1	RACGAP1	blue
RAD51B	NA	blue
RAET1E	RAET1E	blue
RAI1	RAI1	blue
RAP2C.AS1	NA	blue
RAPGEF3	RAPGEF3	blue
RARG	RARG	blue
RASA4CP	NA	blue
RASD2	RASD2	blue
RASGEF1B	RASGEF1B	blue
RASGEF1C	RASGEF1C	blue
RASGRF2	RASGRF2	blue
RASL12	RASL12	blue
RBBP6	RBBP6	blue
RBM24	RBM24	blue
RBMS3	RBMS3	blue
RBPJL	RBPJL	blue
RDH8	RDH8	blue
RDM1	RDM1	blue
REEP1	REEP1	blue
REEP5	REEP5	blue
REG1B	REG1B	blue
REG4	REG4	blue
REN	REN	blue
RERG	RERG	blue
RETNLB	RETNLB	blue
REV1	REV1	blue
RGMA	RGMA	blue
RGR	RGR	blue
RGS12	RGS12	blue
RHBDD1	RHBDD1	blue
RHBDF1	RHBDF1	blue
RHCG	RHCG	blue
RHEBL1	RHEBL1	blue
RHPN1	RHPN1	blue
RIMBP2	RIMBP2	blue
RIMKLB	RIMKLB	blue
RIMS4	RIMS4	blue
RNASE1	RNASE1	blue
RND2	RND2	blue
RND3	RND3	blue
RNF139.AS1	NA	blue
RNF183	RNF183	blue
RNF215	RNF215	blue
RNF39	RNF39	blue
ROBO3	ROBO3	blue
ROR2	ROR2	blue
RPL10	RPL10	blue
RPL39L	RPL39L	blue
RPN2	RPN2	blue
RPS6KA2	RPS6KA2	blue
RPS6KL1	RPS6KL1	blue
RSPH14	NA	blue
RSPH6A	NA	blue
RTN4RL1	RTN4RL1	blue
RTN4RL2	RTN4RL2	blue
RTP1	RTP1	blue
RTP5	NA	blue
RWDD2A	RWDD2A	blue
RXFP4	RXFP4	blue
RXRB	RXRB	blue
S100A16	S100A16	blue
S1PR2	S1PR2	blue
SAGE1	SAGE1	blue
SAMD1	SAMD1	blue
SAMD11	SAMD11	blue
SAMD7	SAMD7	blue
SAPCD1	NA	blue
SBSPON	NA	blue
SCAI	NA	blue
SCAMP4	SCAMP4	blue
SCARA3	SCARA3	blue
SCHIP1	SCHIP1	blue
SCN3A	SCN3A	blue
SCN3B	SCN3B	blue
SCNN1B	SCNN1B	blue
SCRT1	SCRT1	blue
SCT	SCT	blue
SDC1	SDC1	blue
SDHAF4	NA	blue
SEC24B.AS1	NA	blue
SEC61G	SEC61G	blue
SEMA4G	SEMA4G	blue
SERPINA10	SERPINA10	blue
SERPINA11	SERPINA11	blue
SERPINA12	SERPINA12	blue
SERPINA9	SERPINA9	blue
SERPINB2	SERPINB2	blue
SERPINB6	SERPINB6	blue
SERPINE1	SERPINE1	blue
SERPINE3	SERPINE3	blue
SERPINF1	SERPINF1	blue
SERPINF2	SERPINF2	blue
SEZ6	SEZ6	blue
SEZ6L2	SEZ6L2	blue
SFN	SFN	blue
SFTA2	SFTA2	blue
SFTPA1	SFTPA1	blue
SFTPC	SFTPC	blue
SFXN2	SFXN2	blue
SGCB	SGCB	blue
SGO1	NA	blue
SGSM1	SGSM1	blue
SH2D6	SH2D6	blue
SH3BP2	SH3BP2	blue
SH3GL3	SH3GL3	blue
SH3PXD2B	SH3PXD2B	blue
SHISA7	NA	blue
SHOX2	SHOX2	blue
SIK1	SIK1	blue
SIM1	SIM1	blue
SIRT5	SIRT5	blue
SIX3	SIX3	blue
SLC12A3	SLC12A3	blue
SLC14A2	SLC14A2	blue
SLC15A1	SLC15A1	blue
SLC16A9	SLC16A9	blue
SLC17A9	NA	blue
SLC22A1	SLC22A1	blue
SLC22A10	SLC22A10	blue
SLC22A17	SLC22A17	blue
SLC22A18	SLC22A18	blue
SLC22A24	SLC22A24	blue
SLC22A6	SLC22A6	blue
SLC24A2	SLC24A2	blue
SLC25A14	SLC25A14	blue
SLC25A26	SLC25A26	blue
SLC25A46	SLC25A46	blue
SLC25A47	NA	blue
SLC26A3	SLC26A3	blue
SLC28A2	SLC28A2	blue
SLC29A2	SLC29A2	blue
SLC29A3	SLC29A3	blue
SLC2A11	SLC2A11	blue
SLC2A9	SLC2A9	blue
SLC30A3	SLC30A3	blue
SLC34A1	SLC34A1	blue
SLC35B4	SLC35B4	blue
SLC35C1	SLC35C1	blue
SLC36A1	SLC36A1	blue
SLC37A4	SLC37A4	blue
SLC38A3	SLC38A3	blue
SLC39A14	SLC39A14	blue
SLC39A2	SLC39A2	blue
SLC39A5	SLC39A5	blue
SLC45A2	SLC45A2	blue
SLC46A1	SLC46A1	blue
SLC47A1	SLC47A1	blue
SLC52A3	NA	blue
SLC5A1	SLC5A1	blue
SLC5A2	SLC5A2	blue
SLC5A5	SLC5A5	blue
SLC6A17	SLC6A17	blue
SLC6A18	SLC6A18	blue
SLC6A2	SLC6A2	blue
SLC6A7	SLC6A7	blue
SLC7A4	SLC7A4	blue
SLC7A5	SLC7A5	blue
SLC8A3	SLC8A3	blue
SLC9A5	SLC9A5	blue
SLC9B1	NA	blue
SLCO1B3	SLCO1B3	blue
SLCO2A1	SLCO2A1	blue
SLCO5A1	SLCO5A1	blue
SLF2	NA	blue
SLIT3	SLIT3	blue
SLITRK4	SLITRK4	blue
SLURP1	SLURP1	blue
SMAD9	SMAD9	blue
SMCR8	SMCR8	blue
SMIM8	NA	blue
SMOC1	SMOC1	blue
SNAI2	SNAI2	blue
SNAP91	SNAP91	blue
SNHG16	NA	blue
SNHG7	SNHG7	blue
SNX16	SNX16	blue
SOD3	SOD3	blue
SOGA1	NA	blue
SOWAHA	NA	blue
SOX11	SOX11	blue
SOX12	SOX12	blue
SOX2	SOX2	blue
SOX21	SOX21	blue
SOX3	SOX3	blue
SOX30	SOX30	blue
SOX7	SOX7	blue
SP8	SP8	blue
SPACA4	SPACA4	blue
SPACA6	NA	blue
SPAG4	SPAG4	blue
SPATA18	SPATA18	blue
SPATA2	SPATA2	blue
SPATA20	SPATA20	blue
SPATA22	SPATA22	blue
SPATA25	NA	blue
SPATA3	SPATA3	blue
SPATA32	NA	blue
SPATA4	SPATA4	blue
SPATA46	NA	blue
SPATS1	SPATS1	blue
SPCS2	SPCS2	blue
SPINK1	SPINK1	blue
SPNS2	SPNS2	blue
SPO11	SPO11	blue
SPP2	SPP2	blue
SPRN	SPRN	blue
SPRR1B	SPRR1B	blue
SPRR2D	SPRR2D	blue
SPRR3	SPRR3	blue
SPSB1	SPSB1	blue
SPTLC1	SPTLC1	blue
SRARP	NA	blue
SRC	SRC	blue
SRPX	SRPX	blue
SRR	SRR	blue
SRRM4	NA	blue
SSR1	SSR1	blue
SSSCA1.AS1	NA	blue
SSTR1	SSTR1	blue
SSTR2	SSTR2	blue
SSTR5	SSTR5	blue
SSUH2	NA	blue
ST3GAL3	ST3GAL3	blue
ST3GAL5	ST3GAL5	blue
ST7L	ST7L	blue
ST8SIA5	ST8SIA5	blue
STAB2	STAB2	blue
STAG3L4	STAG3L4	blue
STARD3NL	STARD3NL	blue
STK35	STK35	blue
STK4	STK4	blue
STMN1	STMN1	blue
STMND1	NA	blue
STOX2	STOX2	blue
STX18.AS1	NA	blue
STXBP6	STXBP6	blue
SUFU	SUFU	blue
SULT2A1	SULT2A1	blue
SULT4A1	SULT4A1	blue
SUSD2	SUSD2	blue
SV2A	SV2A	blue
SV2B	SV2B	blue
SWI5	NA	blue
SYDE1	SYDE1	blue
SYNC	SYNC	blue
SYNCRIP	SYNCRIP	blue
SYT6	SYT6	blue
T	T	blue
TAAR5	TAAR5	blue
TACC2	TACC2	blue
TACR1	TACR1	blue
TACR3	TACR3	blue
TANGO2	NA	blue
TAS1R1	TAS1R1	blue
TAS2R16	TAS2R16	blue
TAS2R3	TAS2R3	blue
TAS2R31	NA	blue
TAS2R4	TAS2R4	blue
TAS2R40	TAS2R40	blue
TAS2R43	TAS2R43	blue
TAS2R5	TAS2R5	blue
TBATA	NA	blue
TBC1D19	TBC1D19	blue
TBC1D21	TBC1D21	blue
TBC1D26	TBC1D26	blue
TBP	TBP	blue
TBX10	TBX10	blue
TBX5.AS1	NA	blue
TBXAS1	TBXAS1	blue
TCERG1L	TCERG1L	blue
TCF21	TCF21	blue
TCOF1	TCOF1	blue
TCP10L2	NA	blue
TDG	TDG	blue
TDRD1	TDRD1	blue
TEF	TEF	blue
TEFM	NA	blue
TEKT5	TEKT5	blue
TENM1	NA	blue
TENM3	NA	blue
TEX13B	TEX13B	blue
TEX37	NA	blue
TFAP2E	TFAP2E	blue
TFF3	TFF3	blue
TFR2	TFR2	blue
TGFB1I1	TGFB1I1	blue
THAP2	THAP2	blue
THSD4	THSD4	blue
TIGD1	TIGD1	blue
TIGD6	TIGD6	blue
TIMP4	TIMP4	blue
TINAG	TINAG	blue
TINAGL1	TINAGL1	blue
TJP3	TJP3	blue
TLDC1	NA	blue
TLN2	TLN2	blue
TM4SF1	TM4SF1	blue
TM6SF2	TM6SF2	blue
TMC2	TMC2	blue
TMCC2	TMCC2	blue
TMCO2	TMCO2	blue
TMCO5A	TMCO5A	blue
TMEM107	TMEM107	blue
TMEM108	TMEM108	blue
TMEM125	TMEM125	blue
TMEM132B	TMEM132B	blue
TMEM14A	TMEM14A	blue
TMEM151A	TMEM151A	blue
TMEM155	TMEM155	blue
TMEM171	TMEM171	blue
TMEM179	TMEM179	blue
TMEM192	TMEM192	blue
TMEM198	TMEM198	blue
TMEM198B	NA	blue
TMEM214	TMEM214	blue
TMEM230	NA	blue
TMEM238L	NA	blue
TMEM246	NA	blue
TMEM26	TMEM26	blue
TMEM30B	TMEM30B	blue
TMEM53	TMEM53	blue
TMEM59L	TMEM59L	blue
TMEM61	TMEM61	blue
TMEM75	NA	blue
TMEM79	TMEM79	blue
TMEM86A	TMEM86A	blue
TMEM95	TMEM95	blue
TMIGD3	NA	blue
TMOD4	TMOD4	blue
TMPRSS4	TMPRSS4	blue
TNFRSF11A	TNFRSF11A	blue
TNFSF9	TNFSF9	blue
TNNI1	TNNI1	blue
TNNI3	TNNI3	blue
TNNT3	TNNT3	blue
TNP2	TNP2	blue
TONSL	NA	blue
TOR2A	TOR2A	blue
TP53TG3	TP53TG3	blue
TP73	TP73	blue
TPRXL	TPRXL	blue
TPT1.AS1	NA	blue
TPTE2P6	NA	blue
TRDMT1	TRDMT1	blue
TREX2	TREX2	blue
TRGV5	TRGV5	blue
TRHR	TRHR	blue
TRIM29	TRIM29	blue
TRIM37	TRIM37	blue
TRIM64EP	NA	blue
TRIM68	TRIM68	blue
TRMT61A	TRMT61A	blue
TROAP	TROAP	blue
TROVE2	TROVE2	blue
TRPM3	TRPM3	blue
TRPM5	TRPM5	blue
TRPV6	TRPV6	blue
TRUB1	TRUB1	blue
TSACC	NA	blue
TSKU	TSKU	blue
TSPAN1	TSPAN1	blue
TSPAN10	TSPAN10	blue
TSPAN12	TSPAN12	blue
TSSK3	TSSK3	blue
TTC21B	TTC21B	blue
TTC30B	TTC30B	blue
TTI1	NA	blue
TTLL6	TTLL6	blue
TTTY12	TTTY12	blue
TTTY2	TTTY2	blue
TUBGCP5	TUBGCP5	blue
TVP23C	NA	blue
UBAP1	UBAP1	blue
UBAP1L	NA	blue
UBE2DNL	UBE2DNL	blue
UBE3C	UBE3C	blue
UBQLN3	UBQLN3	blue
UBR1	UBR1	blue
UCN3	UCN3	blue
UGT2B15	UGT2B15	blue
UGT2B28	UGT2B28	blue
UGT3A1	UGT3A1	blue
UGT8	UGT8	blue
UHRF1	UHRF1	blue
UHRF1BP1	UHRF1BP1	blue
UMODL1	UMODL1	blue
UNC13D	UNC13D	blue
UNC5A	UNC5A	blue
UNC5C	UNC5C	blue
UPK1A	UPK1A	blue
UPP2	UPP2	blue
USH1C	USH1C	blue
USP25	USP25	blue
USP46	USP46	blue
USP8	USP8	blue
VANGL1	VANGL1	blue
VASH1	VASH1	blue
VASH2	VASH2	blue
VGF	VGF	blue
VGLL2	VGLL2	blue
VN1R10P	NA	blue
VPS37D	VPS37D	blue
VPS41	VPS41	blue
VSTM2L	VSTM2L	blue
VSTM4	NA	blue
VTN	VTN	blue
VWA3B	VWA3B	blue
WEE1	WEE1	blue
WEE2.AS1	NA	blue
WFDC12	WFDC12	blue
WFDC2	WFDC2	blue
WFDC8	WFDC8	blue
WFDC9	WFDC9	blue
WHAMM	NA	blue
WHRN	NA	blue
WNK1	WNK1	blue
WNT11	WNT11	blue
WT1	WT1	blue
WT1.AS	NA	blue
XKR5	XKR5	blue
XPNPEP2	XPNPEP2	blue
XPR1	XPR1	blue
YPEL4	YPEL4	blue
ZBTB7C	ZBTB7C	blue
ZDHHC19	ZDHHC19	blue
ZDHHC8	ZDHHC8	blue
ZIC5	ZIC5	blue
ZIM2	ZIM2	blue
ZKSCAN7	NA	blue
ZMAT3	ZMAT3	blue
ZNF12	ZNF12	blue
ZNF138	ZNF138	blue
ZNF142	ZNF142	blue
ZNF157	ZNF157	blue
ZNF169	ZNF169	blue
ZNF177	ZNF177	blue
ZNF197	ZNF197	blue
ZNF224	ZNF224	blue
ZNF28	ZNF28	blue
ZNF322P1	NA	blue
ZNF333	ZNF333	blue
ZNF354B	ZNF354B	blue
ZNF362	ZNF362	blue
ZNF382	ZNF382	blue
ZNF397	ZNF397	blue
ZNF418	ZNF418	blue
ZNF436.AS1	NA	blue
ZNF440	ZNF440	blue
ZNF446	ZNF446	blue
ZNF451	ZNF451	blue
ZNF496	ZNF496	blue
ZNF514	ZNF514	blue
ZNF527	ZNF527	blue
ZNF530	ZNF530	blue
ZNF546	ZNF546	blue
ZNF551	ZNF551	blue
ZNF559	ZNF559	blue
ZNF574	ZNF574	blue
ZNF583	ZNF583	blue
ZNF585A	ZNF585A	blue
ZNF616	ZNF616	blue
ZNF658B	ZNF658B	blue
ZNF670	ZNF670	blue
ZNF747	ZNF747	blue
ZNF75A	ZNF75A	blue
ZNF770	ZNF770	blue
ZNF782	NA	blue
ZNF785	ZNF785	blue
ZSCAN20	ZSCAN20	blue
ZSCAN22	ZSCAN22	blue
ZSCAN26	NA	blue
