nodeName	altName	nodeAttr[nodesPresent, ]
TRNAU1AP	TRNAU1AP	brown
TRPM3	TRPM3	brown
TRPM5	TRPM5	brown
TRUB1	TRUB1	brown
TSKU	TSKU	brown
TSPAN1	TSPAN1	brown
TSPAN10	TSPAN10	brown
TSPAN12	TSPAN12	brown
TTBK1	TTBK1	brown
TTC9B	TTC9B	brown
TTF1	TTF1	brown
TTI1	NA	brown
TTTY12	TTTY12	brown
UBAP1L	NA	brown
UBE2DNL	UBE2DNL	brown
UBE2K	UBE2K	brown
UBE2O	UBE2O	brown
UBE2Q2	UBE2Q2	brown
UBR7	UBR7	brown
UCN3	UCN3	brown
UGT2A1	UGT2A1	brown
UGT2B15	UGT2B15	brown
UGT2B28	UGT2B28	brown
UGT3A1	UGT3A1	brown
UGT8	UGT8	brown
UHRF1	UHRF1	brown
UNC5A	UNC5A	brown
UNC5C	UNC5C	brown
UPK1A	UPK1A	brown
USH1C	USH1C	brown
VANGL1	VANGL1	brown
VASH1	VASH1	brown
VASH2	VASH2	brown
VGF	VGF	brown
VGLL2	VGLL2	brown
VTN	VTN	brown
VWA3B	VWA3B	brown
WDR91	WDR91	brown
WEE2.AS1	NA	brown
WFDC12	WFDC12	brown
WFDC9	WFDC9	brown
WHAMM	NA	brown
WHRN	NA	brown
WNK1	WNK1	brown
WNT11	WNT11	brown
XPNPEP2	XPNPEP2	brown
YPEL4	YPEL4	brown
ZBTB7C	ZBTB7C	brown
ZDHHC19	ZDHHC19	brown
ZDHHC8	ZDHHC8	brown
ZIC5	ZIC5	brown
ZIM2	ZIM2	brown
ZKSCAN7	NA	brown
ZMAT3	ZMAT3	brown
ZNF157	ZNF157	brown
ZNF177	ZNF177	brown
ZNF197	ZNF197	brown
ZNF224	ZNF224	brown
ZNF28	ZNF28	brown
ZNF322P1	NA	brown
ZNF333	ZNF333	brown
ZNF354B	ZNF354B	brown
ZNF362	ZNF362	brown
ZNF397	ZNF397	brown
ZNF418	ZNF418	brown
ZNF436.AS1	NA	brown
ZNF514	ZNF514	brown
ZNF527	ZNF527	brown
ZNF546	ZNF546	brown
ZNF574	ZNF574	brown
ZNF583	ZNF583	brown
ZNF700	ZNF700	brown
ZNF75A	ZNF75A	brown
ZPBP	ZPBP	brown
